eplenmean,eprewmean,fps,loss/approxkl,loss/clipfrac,loss/policy_entropy,loss/policy_loss,loss/value_loss,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps
108.21,2.77,3000,0.018543871,0.22127278,1.8653512,-0.034079038,0.15561889,0.6397034227848053,401,102656,2227.5019002864137,6569984
121.24,3.14,3062,0.02115313,0.23940022,1.8764113,-0.034790225,0.15833355,0.5954074263572693,402,102912,2232.8534723185003,6586368
127.46,3.6,2997,0.02147305,0.2365926,1.8985472,-0.03181305,0.15253377,0.6103520691394806,403,103168,2238.366026188247,6602752
110.72,2.8,2921,0.021507425,0.24753825,1.8453518,-0.03477021,0.15849045,0.6229085028171539,404,103424,2243.9801019132137,6619136
128.51,3.76,2900,0.01991909,0.23168945,1.8925997,-0.033381198,0.13019906,0.6305820345878601,405,103680,2249.67417074088,6635520
118.1,2.92,3048,0.018843312,0.22338867,1.9033813,-0.03566349,0.15647538,0.6012844443321228,406,103936,2255.0498447623104,6651904
121.44,3.08,2956,0.020483745,0.2366333,1.913061,-0.03433814,0.14405823,0.6258998811244965,407,104192,2260.640630820766,6668288
120.55,3.31,2965,0.02014991,0.23075359,1.8947765,-0.036426406,0.14715077,0.6088839173316956,408,104448,2266.1668484173715,6684672
113.51,2.59,3075,0.017947057,0.22206624,1.9171118,-0.032029513,0.13726342,0.6711424589157104,409,104704,2271.532395376824,6701056
114.4,2.8,2977,0.01875629,0.23284912,1.914648,-0.029075166,0.13522154,0.6575878262519836,410,104960,2277.0358899990097,6717440
114.22,2.93,2868,0.018589327,0.2185262,1.9273771,-0.03555535,0.124314584,0.6360369920730591,411,105216,2282.7919591367245,6733824
122.37,3.27,2933,0.018005254,0.2207845,1.935142,-0.03377806,0.15031661,0.6146069467067719,412,105472,2288.3778799176216,6750208
113.91,3.07,2937,0.020135572,0.24560547,1.9082991,-0.031841956,0.14457394,0.5914217531681061,413,105728,2293.997194235213,6766592
108.91,2.77,3004,0.020410627,0.23783366,1.9333911,-0.03466651,0.13717514,0.6189312934875488,414,105984,2299.4505479047075,6782976
110.64,3.05,2965,0.019367648,0.22953288,1.9144357,-0.035249446,0.14588676,0.5797898471355438,415,106240,2305.0220560561866,6799360
109.1,2.66,2908,0.019463157,0.23264568,1.9133477,-0.034360338,0.14700946,0.6753800809383392,416,106496,2310.656486337073,6815744
127.04,3.24,3049,0.020878496,0.23781331,1.919784,-0.035273846,0.15613018,0.5724621713161469,417,106752,2316.0996240694076,6832128
112.71,2.79,3003,0.02203699,0.2514445,1.9412063,-0.030155174,0.119235374,0.6474336087703705,418,107008,2321.556108542718,6848512
112.8,2.69,2947,0.021034596,0.24188232,1.9138942,-0.03606343,0.13423575,0.6277061104774475,419,107264,2327.1590620800853,6864896
121.03,3.57,2970,0.02104511,0.23657227,1.9152125,-0.035621393,0.15499769,0.6189137101173401,420,107520,2332.6755679920316,6881280
116.81,2.93,2949,0.018403063,0.21964519,1.8986055,-0.032806393,0.15650414,0.6153608858585358,421,107776,2338.276636100374,6897664
119.94,3.3,2993,0.019347882,0.23221843,1.9548469,-0.035356518,0.16036254,0.5449248552322388,422,108032,2343.7513742782176,6914048
127.51,3.35,2937,0.019863117,0.22804768,1.8631139,-0.0352617,0.15581875,0.6450954675674438,423,108288,2349.37317430228,6930432
125.37,3.2,2932,0.021500843,0.2432251,1.8798995,-0.03588637,0.13251655,0.6360560953617096,424,108544,2354.9611070612445,6946816
126.5,3.4,2987,0.019991687,0.2321167,1.8775392,-0.03578964,0.14600946,0.6419316828250885,425,108800,2360.4901083149016,6963200
113.63,3.19,2942,0.020612339,0.2310384,1.8714328,-0.03327092,0.16399112,0.6068206131458282,426,109056,2366.060031945817,6979584
121.07,3.48,3018,0.020187614,0.2321574,1.863402,-0.03429671,0.16718476,0.6294212937355042,427,109312,2371.526973815635,6995968
121.04,3.29,3029,0.021227604,0.24330647,1.8838593,-0.035047863,0.14319141,0.6017335057258606,428,109568,2376.9369175266474,7012352
117.96,3.01,3026,0.023467967,0.24749756,1.8362013,-0.03640582,0.14771004,0.61713707447052,429,109824,2382.3967051738873,7028736
117.06,3.12,3062,0.021357676,0.24106853,1.8556632,-0.033365354,0.14257942,0.6171655356884003,430,110080,2387.7480561733246,7045120
118.43,3.11,2891,0.0207191,0.23468018,1.8311378,-0.03488821,0.15530439,0.6430418193340302,431,110336,2393.457675671205,7061504
131.71,3.35,2951,0.021432439,0.23742676,1.8372545,-0.03629312,0.14134002,0.6534334421157837,432,110592,2399.0101294545457,7077888
115.26,3.71,2934,0.02117377,0.2397461,1.799458,-0.034316603,0.16850846,0.6275538802146912,433,110848,2404.6356248753145,7094272
131.97,3.99,2919,0.024559936,0.25891113,1.7986809,-0.032662246,0.16517492,0.6412730515003204,434,111104,2410.248239381239,7110656
124.13,3.53,2956,0.023254069,0.24473064,1.8076481,-0.03362937,0.14500447,0.6615079343318939,435,111360,2415.835013094358,7127040
115.34,3.17,2991,0.02185648,0.24271648,1.8141665,-0.032738507,0.17974614,0.6183353960514069,436,111616,2421.3125856686383,7143424
123.83,3.69,2986,0.020378416,0.23710124,1.8064097,-0.033456653,0.15403078,0.6540341973304749,437,111872,2426.844661090523,7159808
117.74,3.06,2984,0.022910165,0.2539673,1.8109838,-0.03581759,0.15480658,0.6116634011268616,438,112128,2432.334669026546,7176192
116.27,3.04,2968,0.022325277,0.2440389,1.81894,-0.033382375,0.14997987,0.6094370782375336,439,112384,2437.8924720203504,7192576
115.93,3.35,3015,0.02232886,0.24849446,1.8114702,-0.03223492,0.15536875,0.6744368076324463,440,112640,2443.3266865378246,7208960
125.78,3.46,3009,0.023205807,0.24987793,1.7877413,-0.033848833,0.1605273,0.6325894594192505,441,112896,2448.818903911859,7225344
121.52,3.21,2992,0.023915702,0.25526938,1.7997428,-0.03406971,0.15413749,0.6255340278148651,442,113152,2454.295348390937,7241728
128.61,3.91,2932,0.022838758,0.24442546,1.76675,-0.0323972,0.17181318,0.6627790629863739,443,113408,2459.9217307129875,7258112
127.46,3.49,3009,0.024426848,0.2586263,1.7916023,-0.035582725,0.15115516,0.6887539029121399,444,113664,2465.3670345190912,7274496
122.46,3.43,2943,0.02230107,0.24617513,1.7890502,-0.03242109,0.14852765,0.655798077583313,445,113920,2471.016110897064,7290880
122.35,3.64,3097,0.022876685,0.24131267,1.7571129,-0.032858707,0.17052437,0.6041780114173889,446,114176,2476.306436765939,7307264
122.32,3.67,2940,0.02207922,0.24117024,1.7889165,-0.03510871,0.14839074,0.6414693593978882,447,114432,2481.939754134044,7323648
124.43,3.25,3026,0.022049606,0.23498535,1.8147222,-0.033976924,0.17272763,0.6078603565692902,448,114688,2487.3537446185946,7340032
132.08,3.77,3001,0.021645233,0.23425293,1.7880559,-0.03652468,0.1473164,0.6417800188064575,449,114944,2492.8563832752407,7356416
125.15,3.55,2986,0.023112798,0.253479,1.7590874,-0.03689058,0.16275121,0.6509108543395996,450,115200,2498.3443959942088,7372800
117.16,2.87,2955,0.02555085,0.26953125,1.793435,-0.035465706,0.15572679,0.6318478584289551,451,115456,2503.933910548687,7389184
120.16,3.65,2929,0.02263849,0.24369304,1.7608868,-0.035549562,0.19141108,0.5966363251209259,452,115712,2509.5280511677265,7405568
123.62,3.41,2889,0.023808852,0.2584839,1.7895037,-0.03205333,0.16352691,0.6500511467456818,453,115968,2515.2438548812643,7421952
122.26,3.63,3007,0.021754475,0.23028564,1.8049206,-0.035362046,0.1538103,0.6887396574020386,454,116224,2520.6938021900132,7438336
123.86,3.45,2949,0.021826485,0.24611409,1.8020898,-0.034384727,0.16371615,0.6928690075874329,455,116480,2526.2939121266827,7454720
126.4,3.74,2895,0.022657296,0.25168863,1.7841554,-0.03291693,0.1718616,0.6426394879817963,456,116736,2531.953310227953,7471104
110.4,2.93,2930,0.02217321,0.24224854,1.7491798,-0.033806164,0.17806886,0.6433804929256439,457,116992,2537.584319143556,7487488
113.74,3.2,2900,0.024638653,0.25482178,1.735897,-0.03279509,0.18550946,0.6226280331611633,458,117248,2543.234335445799,7503872
114.33,3.13,2935,0.02159553,0.23669434,1.7902899,-0.034482997,0.18023705,0.6392223536968231,459,117504,2548.8596086464822,7520256
112.78,3.22,2925,0.022978751,0.24741618,1.7874035,-0.03650786,0.15781507,0.6509031057357788,460,117760,2554.4610869176686,7536640
115.86,3.37,2978,0.022613376,0.24965413,1.7612791,-0.035571244,0.16425236,0.6252596080303192,461,118016,2560.00656696409,7553024
115.61,3.58,2969,0.021823175,0.2444865,1.7733613,-0.03445119,0.15813045,0.661327987909317,462,118272,2565.524960730225,7569408
115.22,3.25,2999,0.022283671,0.24454753,1.7821721,-0.0335671,0.17227398,0.6177473664283752,463,118528,2571.0277933022007,7585792
107.19,3.02,2968,0.0223933,0.24574788,1.7825274,-0.034774546,0.18813866,0.6272264122962952,464,118784,2576.5475374963135,7602176
132.19,4.35,2993,0.019694967,0.22825114,1.7847567,-0.031508807,0.18203141,0.6308566033840179,465,119040,2582.0642450433224,7618560
124.61,3.79,2957,0.023654493,0.25783285,1.7865618,-0.03529148,0.19481076,0.6232213079929352,466,119296,2587.604263811372,7634944
119.47,3.12,2938,0.023164129,0.24973552,1.8076811,-0.036567274,0.18440259,0.5856638252735138,467,119552,2593.2163920346648,7651328
108.15,2.94,2899,0.021879122,0.24261475,1.8055081,-0.03324028,0.17266367,0.6523354053497314,468,119808,2598.868683781475,7667712
126.74,3.35,2903,0.022198932,0.23392741,1.7972814,-0.03323883,0.15262003,0.6817307472229004,469,120064,2604.5560715105385,7684096
116.11,3.28,2974,0.022346532,0.23651123,1.8113676,-0.033740792,0.17225857,0.6310510039329529,470,120320,2610.0653489809483,7700480
118.66,3.53,2964,0.021876575,0.23931885,1.7961116,-0.03165407,0.16176021,0.633206307888031,471,120576,2615.635497082956,7716864
130.12,3.79,3058,0.021027746,0.23520915,1.7788224,-0.03412365,0.18526573,0.6105368733406067,472,120832,2620.993120209314,7733248
131.44,3.6,2949,0.024226315,0.2524821,1.798807,-0.03667518,0.14476275,0.6478593945503235,473,121088,2626.593101680279,7749632
125.24,3.79,2957,0.021586621,0.24810791,1.8102275,-0.032163665,0.15774293,0.6460180878639221,474,121344,2632.134502365254,7766016
115.36,2.93,2918,0.020956164,0.23134358,1.8085302,-0.034022707,0.15691032,0.6130569577217102,475,121600,2637.7911575073376,7782400
118.05,3.94,2993,0.02128165,0.2421875,1.7915617,-0.03361352,0.18347205,0.6042355597019196,476,121856,2643.264697617851,7798784
116.91,3.3,2891,0.022476777,0.24127197,1.8010203,-0.03449655,0.1629659,0.6353058815002441,477,122112,2648.971292306669,7815168
122.11,3.48,3012,0.02238653,0.2475179,1.7727666,-0.034698136,0.15164629,0.6603413224220276,478,122368,2654.411250386387,7831552
134.66,3.59,2956,0.021144835,0.2364502,1.8284922,-0.031674493,0.15595238,0.6358737945556641,479,122624,2659.996834446676,7847936
117.41,3.4,2925,0.025108425,0.26098633,1.7889829,-0.036586285,0.1612186,0.6671473383903503,480,122880,2665.598084562458,7864320
134.91,4.05,2986,0.021248875,0.23598225,1.7887853,-0.035506826,0.18957663,0.6506411135196686,481,123136,2671.1274128193036,7880704
120.25,3.67,3014,0.022820035,0.24316406,1.7948827,-0.034362502,0.15857315,0.6532220542430878,482,123392,2676.563469494693,7897088
125.37,3.62,2898,0.022938421,0.24483235,1.8037162,-0.032018717,0.18791918,0.6652190387248993,483,123648,2682.2619100315496,7913472
116.42,3.62,2959,0.023583548,0.243632,1.8291062,-0.035022262,0.16651772,0.6333087980747223,484,123904,2687.7987416423857,7929856
129.72,3.65,2942,0.0206344,0.2409668,1.8176967,-0.030067086,0.1663928,0.6547591388225555,485,124160,2693.4082085685804,7946240
131.02,3.73,2952,0.021290613,0.2411499,1.8173494,-0.030650921,0.16924392,0.653630942106247,486,124416,2698.9581967545673,7962624
112.89,3.17,3019,0.021431906,0.23175049,1.8084875,-0.03396104,0.17206554,0.6690770387649536,487,124672,2704.4276487082243,7979008
133.26,4.3,2983,0.022017816,0.22790527,1.7828249,-0.035414193,0.19153662,0.6255132555961609,488,124928,2709.9205548670143,7995392
113.94,3.22,3064,0.022865528,0.24289958,1.8037602,-0.034905344,0.16214876,0.6115594804286957,489,125184,2715.3189993808046,8011776
128.11,3.61,2908,0.023928335,0.24957275,1.7673823,-0.03283309,0.16553836,0.6804523169994354,490,125440,2720.9530974868685,8028160
122.56,3.53,2960,0.020689601,0.2312622,1.8022265,-0.033632204,0.18633972,0.628920316696167,491,125696,2726.5314471442252,8044544
138.46,4.23,2969,0.023930645,0.25101724,1.8559351,-0.036281593,0.15097639,0.703936368227005,492,125952,2732.0505823846906,8060928
123.27,3.25,2969,0.021888671,0.23677571,1.8174785,-0.035837334,0.16002241,0.6660285890102386,493,126208,2737.60870353505,8077312
119.09,3.55,2902,0.022802169,0.24141438,1.7699004,-0.033010665,0.1830544,0.6568531394004822,494,126464,2743.2540101828054,8093696
116.58,3.25,2963,0.021495843,0.2321167,1.8314413,-0.034651637,0.15882367,0.6198836863040924,495,126720,2748.8272994142026,8110080
122.97,3.44,3024,0.023871278,0.24226888,1.8009272,-0.035945404,0.16605414,0.66770339012146,496,126976,2754.2459819978103,8126464
124.12,4.11,2973,0.02233313,0.24173991,1.8117574,-0.034473903,0.16203968,0.7031750380992889,497,127232,2759.8013548254967,8142848
118.21,3.26,2916,0.024018971,0.2589518,1.8302822,-0.0313388,0.16828723,0.6407917737960815,498,127488,2765.4202252924442,8159232
131.95,3.78,2966,0.021393029,0.23655193,1.8244356,-0.035549995,0.15836199,0.6869744956493378,499,127744,2770.9898762488738,8175616
127.57,3.25,3003,0.02367449,0.24951172,1.8369508,-0.03609608,0.14983615,0.6874878108501434,500,128000,2776.4460665974766,8192000
